peer,KPI,sort,Product,Hierarchy1,average,Value,Rank,last,group,Code
Financial Consolidation-Focused Products,Performance Satisfaction,26,Corporate Planning,,4.885849482,6.643305942,4,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,Jedox,,4.885849482,3.370626928,8,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,LucaNet,,4.885849482,10,1,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,OneStream,,4.885849482,8.716895534,2,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,Oracle Cloud EPM,,4.885849482,6.001330528,6,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,Planful,,4.885849482,3.276191414,9,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,Prophix,,4.885849482,3.264794025,10,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,SAP BPC,,4.885849482,1,13,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,Unit4 FP&A,,4.885849482,1.02907394,12,,2,
Financial Consolidation-Focused Products,Performance Satisfaction,26,Workday Adapt. Plan.,,4.885849482,2.415778955,11,,2,
Financial Consolidation-Focused Products,Innovation,27,Board,,4.804920746,4.276591666,7,,1,
Financial Consolidation-Focused Products,Innovation,27,CCH Tagetik,,4.804920746,6.032353424,4,,1,
Financial Consolidation-Focused Products,Innovation,27,CoPlanner,,4.804920746,2.557135458,13,,1,
Financial Consolidation-Focused Products,Innovation,27,Corporate Planning,,4.804920746,3.385782785,9,,1,
Financial Consolidation-Focused Products,Innovation,27,Jedox,,4.804920746,3.815948449,8,,1,
Financial Consolidation-Focused Products,Innovation,27,LucaNet,,4.804920746,2.855178292,11,,1,
Financial Consolidation-Focused Products,Innovation,27,OneStream,,4.804920746,4.697602814,6,,1,
Financial Consolidation-Focused Products,Innovation,27,Oracle Cloud EPM,,4.804920746,7.321797816,2,,1,
Financial Consolidation-Focused Products,Innovation,27,Planful,,4.804920746,9.586980026,1,,1,
Financial Consolidation-Focused Products,Innovation,27,Prophix,,4.804920746,5.961773897,5,,1,
Financial Consolidation-Focused Products,Innovation,27,SAP BPC,,4.804920746,2.987686417,10,,1,
Financial Consolidation-Focused Products,Innovation,27,Unit4 FP&A,,4.804920746,2.567958816,12,,1,
Financial Consolidation-Focused Products,Innovation,27,Workday Adapt. Plan.,,4.804920746,6.417179844,3,,1,
Financial Consolidation-Focused Products,Cloud Planning,28,Board,,5.658971892,5.628571429,7,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,CCH Tagetik,,5.658971892,6.533004926,6,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,CoPlanner,,5.658971892,2.714285714,10,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,Corporate Planning,,5.658971892,2.413456221,11,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,Jedox,,5.658971892,4.956043956,8,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,LucaNet,,5.658971892,3.979918367,9,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,OneStream,,5.658971892,7.256551724,5,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,Oracle Cloud EPM,,5.658971892,9.788965517,1,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,Planful,,5.658971892,9.475428571,2,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,Prophix,,5.658971892,8.251428571,4,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,SAP BPC,,5.658971892,1.617142857,13,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,Unit4 FP&A,,5.658971892,2.325714286,12,,2,
Financial Consolidation-Focused Products,Cloud Planning,28,Workday Adapt. Plan.,,5.658971892,8.626122449,3,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,Board,,5.259602601,4.316068435,9,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,CCH Tagetik,,5.259602601,9.604350186,1,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,CoPlanner,,5.259602601,1.524688229,12,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,Corporate Planning,,5.259602601,5.343506033,7,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,Jedox,,5.259602601,4.798886855,8,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,LucaNet,,5.259602601,2.625911349,11,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,OneStream,,5.259602601,5.836256717,6,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,Oracle Cloud EPM,,5.259602601,7.068133428,3,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,Planful,,5.259602601,9.285511508,2,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,Prophix,,5.259602601,6.748757984,5,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,SAP BPC,,5.259602601,3.451979212,10,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,Unit4 FP&A,,5.259602601,1,13,,2,
Financial Consolidation-Focused Products,Driver-Based Planning,29,Workday Adapt. Plan.,,5.259602601,6.770783877,4,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,Board,,3.496187747,2.885135135,7,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,CCH Tagetik,,3.496187747,1.95970516,10,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,CoPlanner,,3.496187747,3.432432432,6,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,Corporate Planning,,3.496187747,2.4003861,9,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,Jedox,,3.496187747,1.692914536,12,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,LucaNet,,3.496187747,1.95970516,11,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,OneStream,,3.496187747,1,13,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,Oracle Cloud EPM,,3.496187747,5.108294501,2,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,Planful,,3.496187747,10,1,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,Prophix,,3.496187747,2.885135135,8,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,SAP BPC,,3.496187747,3.89393718,4,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,Unit4 FP&A,,3.496187747,4.378162162,3,,2,
Financial Consolidation-Focused Products,Predictive Planning,30,Workday Adapt. Plan.,,3.496187747,3.854633205,5,,2,
Financial Consolidation-Focused Products,Competitiveness,31,Board,,4.509052477,5.716482923,2,,1,
Financial Consolidation-Focused Products,Competitiveness,31,CCH Tagetik,,4.509052477,4.258386096,8,,1,
Financial Consolidation-Focused Products,Competitiveness,31,CoPlanner,,4.509052477,5.602166192,3,,1,
Financial Consolidation-Focused Products,Competitiveness,31,Corporate Planning,,4.509052477,3.25,10,,1,
Financial Consolidation-Focused Products,Competitiveness,31,Jedox,,4.509052477,5.142282785,5,,1,
Financial Consolidation-Focused Products,Competitiveness,31,LucaNet,,4.509052477,5.051866106,6,,1,
Financial Consolidation-Focused Products,Competitiveness,31,OneStream,,4.509052477,4.944073493,7,,1,
Financial Consolidation-Focused Products,Competitiveness,31,Oracle Cloud EPM,,4.509052477,3.1670395,11,,1,
Financial Consolidation-Focused Products,Competitiveness,31,Planful,,4.509052477,5.442765872,4,,1,
Financial Consolidation-Focused Products,Competitiveness,31,Prophix,,4.509052477,2.72051885,13,,1,
Financial Consolidation-Focused Products,Competitiveness,31,SAP BPC,,4.509052477,5.997366762,1,,1,
Financial Consolidation-Focused Products,Competitiveness,31,Unit4 FP&A,,4.509052477,4.207815108,9,,1,
Financial Consolidation-Focused Products,Competitiveness,31,Workday Adapt. Plan.,,4.509052477,3.116918511,12,,1,
Financial Consolidation-Focused Products,Considered for Purchase,32,Board,,5.001131222,8.279411765,3,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,CCH Tagetik,,5.001131222,4.375,8,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,CoPlanner,,5.001131222,2.323529412,11,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,Corporate Planning,,5.001131222,6.625,4,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,Jedox,,5.001131222,8.477941176,2,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,LucaNet,,5.001131222,4.904411765,5,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,OneStream,,5.001131222,3.845588235,9,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,Oracle Cloud EPM,,5.001131222,4.639705882,6,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,Planful,,5.001131222,2.058823529,12,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,Prophix,,5.001131222,1.992647059,13,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,SAP BPC,,5.001131222,10,1,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,Unit4 FP&A,,5.001131222,2.985294118,10,,2,
Financial Consolidation-Focused Products,Considered for Purchase,32,Workday Adapt. Plan.,,5.001131222,4.507352941,7,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,Board,,4.18099998,4.007863696,7,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,CCH Tagetik,,4.18099998,4.180643494,6,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,CoPlanner,,4.18099998,7.787924045,1,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,Corporate Planning,,4.18099998,1,13,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,Jedox,,4.18099998,2.918510523,10,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,LucaNet,,4.18099998,5.150169,4,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,OneStream,,4.18099998,5.676396997,3,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,Oracle Cloud EPM,,4.18099998,2.185261912,12,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,Planful,,4.18099998,7.698727434,2,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,Prophix,,4.18099998,3.20576671,9,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,SAP BPC,,4.18099998,3.328944604,8,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,Unit4 FP&A,,4.18099998,5.022829102,5,,2,
Financial Consolidation-Focused Products,Competitive Win Rate,33,Workday Adapt. Plan.,,4.18099998,2.189962223,11,,2,
BI & Analytics-Focused Products,Business Value,1,Board,,6.479814474,6.110268353,3,,1,
BI & Analytics-Focused Products,Business Value,1,IBM Plan. Analytics,,6.479814474,5.865291577,4,,1,
BI & Analytics-Focused Products,Business Value,1,Jedox,,6.479814474,8.691769527,1,,1,
BI & Analytics-Focused Products,Business Value,1,SAP Analytics Cloud,,6.479814474,4.124067774,5,,1,
BI & Analytics-Focused Products,Business Value,1,Serviceware Perf.,,6.479814474,7.607675139,2,,1,
BI & Analytics-Focused Products,Business Benefits,2,Board,,7.146495483,7.398181818,3,,2,
BI & Analytics-Focused Products,Business Benefits,2,IBM Plan. Analytics,,7.146495483,6.901818182,4,,2,
BI & Analytics-Focused Products,Business Benefits,2,Jedox,,7.146495483,9.73627907,1,,2,
BI & Analytics-Focused Products,Business Benefits,2,SAP Analytics Cloud,,7.146495483,2.967107438,5,,2,
BI & Analytics-Focused Products,Business Benefits,2,Serviceware Perf.,,7.146495483,8.729090909,2,,2,
BI & Analytics-Focused Products,Project Success,3,Board,,6.715291537,5.350579151,5,,2,
BI & Analytics-Focused Products,Project Success,3,IBM Plan. Analytics,,6.715291537,5.896088635,3,,2,
BI & Analytics-Focused Products,Project Success,3,Jedox,,6.715291537,8.641478213,1,,2,
BI & Analytics-Focused Products,Project Success,3,SAP Analytics Cloud,,6.715291537,5.669006669,4,,2,
BI & Analytics-Focused Products,Project Success,3,Serviceware Perf.,,6.715291537,8.019305019,2,,2,
BI & Analytics-Focused Products,Project Length,4,Board,,4.00881732,3.765906363,3,,2,
BI & Analytics-Focused Products,Project Length,4,IBM Plan. Analytics,,4.00881732,2.694117647,5,,2,
BI & Analytics-Focused Products,Project Length,4,Jedox,,4.00881732,5.658823529,1,,2,
BI & Analytics-Focused Products,Project Length,4,SAP Analytics Cloud,,4.00881732,4.505070994,2,,2,
BI & Analytics-Focused Products,Project Length,4,Serviceware Perf.,,4.00881732,3.420168067,4,,2,
BI & Analytics-Focused Products,Customer Satisfaction,5,Board,,6.308991909,6.564795528,3,,1,
BI & Analytics-Focused Products,Customer Satisfaction,5,IBM Plan. Analytics,,6.308991909,6.034361199,4,,1,
BI & Analytics-Focused Products,Customer Satisfaction,5,Jedox,,6.308991909,6.953310647,2,,1,
BI & Analytics-Focused Products,Customer Satisfaction,5,SAP Analytics Cloud,,6.308991909,4.200401682,5,,1,
BI & Analytics-Focused Products,Customer Satisfaction,5,Serviceware Perf.,,6.308991909,7.792090488,1,,1,
BI & Analytics-Focused Products,Price to Value,6,Board,,7.772977339,7.115334773,4,,2,
BI & Analytics-Focused Products,Price to Value,6,IBM Plan. Analytics,,7.772977339,7.552398625,3,,2,
BI & Analytics-Focused Products,Price to Value,6,Jedox,,7.772977339,8.246019388,2,,2,
BI & Analytics-Focused Products,Price to Value,6,SAP Analytics Cloud,,7.772977339,6.780507559,5,,2,
BI & Analytics-Focused Products,Price to Value,6,Serviceware Perf.,,7.772977339,9.17062635,1,,2,
BI & Analytics-Focused Products,Recommendation,7,Board,,5.573017708,6.426452296,1,,2,
BI & Analytics-Focused Products,Recommendation,7,IBM Plan. Analytics,,5.573017708,6.390519187,2,,2,
BI & Analytics-Focused Products,Recommendation,7,Jedox,,5.573017708,5.890965405,3,,2,
BI & Analytics-Focused Products,Recommendation,7,SAP Analytics Cloud,,5.573017708,3.541350298,5,,2,
BI & Analytics-Focused Products,Recommendation,7,Serviceware Perf.,,5.573017708,5.615801354,4,,2,
BI & Analytics-Focused Products,Vendor Support,8,Board,,5.947934816,7.294176207,2,,2,
BI & Analytics-Focused Products,Vendor Support,8,IBM Plan. Analytics,,5.947934816,4.314855876,4,,2,
BI & Analytics-Focused Products,Vendor Support,8,Jedox,,5.947934816,5.430894309,3,,2,
BI & Analytics-Focused Products,Vendor Support,8,SAP Analytics Cloud,,5.947934816,2.780487805,5,,2,
BI & Analytics-Focused Products,Vendor Support,8,Serviceware Perf.,,5.947934816,9.919259882,1,,2,
BI & Analytics-Focused Products,Implementer Support,9,Board,,6.947369756,6.075381026,4,,2,
BI & Analytics-Focused Products,Implementer Support,9,IBM Plan. Analytics,,6.947369756,7.421959706,2,,2,
BI & Analytics-Focused Products,Implementer Support,9,Jedox,,6.947369756,7.145365362,3,,2,
BI & Analytics-Focused Products,Implementer Support,9,SAP Analytics Cloud,,6.947369756,5.206538396,5,,2,
BI & Analytics-Focused Products,Implementer Support,9,Serviceware Perf.,,6.947369756,8.887604291,1,,2,
BI & Analytics-Focused Products,Product Satisfaction,10,Board,,7.466266626,8.158347908,2,,2,
BI & Analytics-Focused Products,Product Satisfaction,10,IBM Plan. Analytics,,7.466266626,7.465760796,4,,2,
BI & Analytics-Focused Products,Product Satisfaction,10,Jedox,,7.466266626,8.395555333,1,,2,
BI & Analytics-Focused Products,Product Satisfaction,10,SAP Analytics Cloud,,7.466266626,5.719983367,5,,2,
BI & Analytics-Focused Products,Product Satisfaction,10,Serviceware Perf.,,7.466266626,7.591685726,3,,2,
BI & Analytics-Focused Products,Sales Experience,11,Board,,4.195183383,4.632959825,3,,2,
BI & Analytics-Focused Products,Sales Experience,11,IBM Plan. Analytics,,4.195183383,2.188794753,4,,2,
BI & Analytics-Focused Products,Sales Experience,11,Jedox,,4.195183383,7.046209347,1,,2,
BI & Analytics-Focused Products,Sales Experience,11,SAP Analytics Cloud,,4.195183383,1,5,,2,
BI & Analytics-Focused Products,Sales Experience,11,Serviceware Perf.,,4.195183383,6.107952993,2,,2,
BI & Analytics-Focused Products,Functionality,12,Board,,5.491652476,5.811486648,2,,1,
BI & Analytics-Focused Products,Functionality,12,IBM Plan. Analytics,,5.491652476,5.607151674,3,,1,
BI & Analytics-Focused Products,Functionality,12,Jedox,,5.491652476,6.733582049,1,,1,
BI & Analytics-Focused Products,Functionality,12,SAP Analytics Cloud,,5.491652476,4.443726506,5,,1,
BI & Analytics-Focused Products,Functionality,12,Serviceware Perf.,,5.491652476,4.862315506,4,,1,
BI & Analytics-Focused Products,Predefined Connectors,13,Board,,5.386206892,3.963867514,4,,2,
BI & Analytics-Focused Products,Predefined Connectors,13,IBM Plan. Analytics,,5.386206892,4.184421136,3,,2,
BI & Analytics-Focused Products,Predefined Connectors,13,Jedox,,5.386206892,7.192522991,2,,2,
BI & Analytics-Focused Products,Predefined Connectors,13,SAP Analytics Cloud,,5.386206892,9.683401639,1,,2,
BI & Analytics-Focused Products,Predefined Connectors,13,Serviceware Perf.,,5.386206892,1.90682118,5,,2,
BI & Analytics-Focused Products,Data Integration,14,Board,,4.416240365,5.61716843,2,,2,
BI & Analytics-Focused Products,Data Integration,14,IBM Plan. Analytics,,4.416240365,4.402696734,3,,2,
BI & Analytics-Focused Products,Data Integration,14,Jedox,,4.416240365,7.968592352,1,,2,
BI & Analytics-Focused Products,Data Integration,14,SAP Analytics Cloud,,4.416240365,1.999593165,5,,2,
BI & Analytics-Focused Products,Data Integration,14,Serviceware Perf.,,4.416240365,2.093151146,4,,2,
BI & Analytics-Focused Products,Planning Content,15,Board,,3.243620057,1,5,,2,
BI & Analytics-Focused Products,Planning Content,15,IBM Plan. Analytics,,3.243620057,2.040358744,4,,2,
BI & Analytics-Focused Products,Planning Content,15,Jedox,,3.243620057,5.285364859,1,,2,
BI & Analytics-Focused Products,Planning Content,15,SAP Analytics Cloud,,3.243620057,2.937219731,3,,2,
BI & Analytics-Focused Products,Planning Content,15,Serviceware Perf.,,3.243620057,4.955156951,2,,2,
BI & Analytics-Focused Products,Planning Functionality,16,Board,,7.254328789,8.485517241,3,,2,
BI & Analytics-Focused Products,Planning Functionality,16,IBM Plan. Analytics,,7.254328789,9.534482759,1,,2,
BI & Analytics-Focused Products,Planning Functionality,16,Jedox,,7.254328789,8.98957498,2,,2,
BI & Analytics-Focused Products,Planning Functionality,16,SAP Analytics Cloud,,7.254328789,1,5,,2,
BI & Analytics-Focused Products,Planning Functionality,16,Serviceware Perf.,,7.254328789,8.262068966,4,,2,
BI & Analytics-Focused Products,Workflow,17,Board,,3.710423383,4.692795577,1,,2,
BI & Analytics-Focused Products,Workflow,17,IBM Plan. Analytics,,3.710423383,3.487536657,4,,2,
BI & Analytics-Focused Products,Workflow,17,Jedox,,3.710423383,4.523601399,2,,2,
BI & Analytics-Focused Products,Workflow,17,SAP Analytics Cloud,,3.710423383,4.018558365,3,,2,
BI & Analytics-Focused Products,Workflow,17,Serviceware Perf.,,3.710423383,1.829624921,5,,2,
BI & Analytics-Focused Products,Forecasting,18,Board,,6.692082135,7.013423609,2,,2,
BI & Analytics-Focused Products,Forecasting,18,IBM Plan. Analytics,,6.692082135,6.55972382,3,,2,
BI & Analytics-Focused Products,Forecasting,18,Jedox,,6.692082135,7.737487829,1,,2,
BI & Analytics-Focused Products,Forecasting,18,SAP Analytics Cloud,,6.692082135,5.802939976,5,,2,
BI & Analytics-Focused Products,Forecasting,18,Serviceware Perf.,,6.692082135,6.346835443,4,,2,
BI & Analytics-Focused Products,Simulation,19,Board,,5.70091061,5.777223998,2,,2,
BI & Analytics-Focused Products,Simulation,19,IBM Plan. Analytics,,5.70091061,5.5755272,5,,2,
BI & Analytics-Focused Products,Simulation,19,Jedox,,5.70091061,5.862469438,1,,2,
BI & Analytics-Focused Products,Simulation,19,SAP Analytics Cloud,,5.70091061,5.681540342,3,,2,
BI & Analytics-Focused Products,Simulation,19,Serviceware Perf.,,5.70091061,5.60779207,4,,2,
BI & Analytics-Focused Products,Reporting/Analysis,20,Board,,8.376577084,10,1,,2,
BI & Analytics-Focused Products,Reporting/Analysis,20,IBM Plan. Analytics,,8.376577084,8.106384929,3,,2,
BI & Analytics-Focused Products,Reporting/Analysis,20,Jedox,,8.376577084,7.679157101,5,,2,
BI & Analytics-Focused Products,Reporting/Analysis,20,SAP Analytics Cloud,,8.376577084,7.870285339,4,,2,
BI & Analytics-Focused Products,Reporting/Analysis,20,Serviceware Perf.,,8.376577084,8.227058052,2,,2,
BI & Analytics-Focused Products,Financial Consolidation,21,Board,,4.644482972,5.753383459,2,,2,
BI & Analytics-Focused Products,Financial Consolidation,21,IBM Plan. Analytics,,4.644482972,6.573233083,1,,2,
BI & Analytics-Focused Products,Financial Consolidation,21,Jedox,,4.644482972,5.363467492,3,,2,
BI & Analytics-Focused Products,Financial Consolidation,21,SAP Analytics Cloud,,4.644482972,1,5,,2,
BI & Analytics-Focused Products,Financial Consolidation,21,Serviceware Perf.,,4.644482972,4.532330827,4,,2,
BI & Analytics-Focused Products,User Experience,22,Board,,7.080942354,7.801536689,2,,1,
BI & Analytics-Focused Products,User Experience,22,IBM Plan. Analytics,,7.080942354,7.092726353,4,,1,
BI & Analytics-Focused Products,User Experience,22,Jedox,,7.080942354,7.494126586,3,,1,
BI & Analytics-Focused Products,User Experience,22,SAP Analytics Cloud,,7.080942354,4.652911975,5,,1,
BI & Analytics-Focused Products,User Experience,22,Serviceware Perf.,,7.080942354,8.363410168,1,,1,
BI & Analytics-Focused Products,Self-Service,23,Board,,7.903993018,10,1,,2,
BI & Analytics-Focused Products,Self-Service,23,IBM Plan. Analytics,,7.903993018,7.768407284,4,,2,
BI & Analytics-Focused Products,Self-Service,23,Jedox,,7.903993018,8.122375644,3,,2,
BI & Analytics-Focused Products,Self-Service,23,SAP Analytics Cloud,,7.903993018,4.650055872,5,,2,
BI & Analytics-Focused Products,Self-Service,23,Serviceware Perf.,,7.903993018,8.979126291,2,,2,
BI & Analytics-Focused Products,Ease of Use,24,Board,,7.763098664,8.044888035,3,,2,
BI & Analytics-Focused Products,Ease of Use,24,IBM Plan. Analytics,,7.763098664,6.991184281,4,,2,
BI & Analytics-Focused Products,Ease of Use,24,Jedox,,7.763098664,8.864554878,1,,2,
BI & Analytics-Focused Products,Ease of Use,24,SAP Analytics Cloud,,7.763098664,6.512704404,5,,2,
BI & Analytics-Focused Products,Ease of Use,24,Serviceware Perf.,,7.763098664,8.40216172,2,,2,
BI & Analytics-Focused Products,Flexibility,25,Board,,7.560739373,8.722011777,2,,2,
BI & Analytics-Focused Products,Flexibility,25,IBM Plan. Analytics,,7.560739373,6.470284708,4,,2,
BI & Analytics-Focused Products,Flexibility,25,Jedox,,7.560739373,8.663281713,3,,2,
BI & Analytics-Focused Products,Flexibility,25,SAP Analytics Cloud,,7.560739373,3.958318824,5,,2,
BI & Analytics-Focused Products,Flexibility,25,Serviceware Perf.,,7.560739373,9.989799842,1,,2,
BI & Analytics-Focused Products,Performance Satisfaction,26,Board,,4.926487031,4.956565384,3,,2,
BI & Analytics-Focused Products,Performance Satisfaction,26,IBM Plan. Analytics,,4.926487031,7.840861463,1,,2,
BI & Analytics-Focused Products,Performance Satisfaction,26,Jedox,,4.926487031,3.370626928,4,,2,
BI & Analytics-Focused Products,Performance Satisfaction,26,SAP Analytics Cloud,,4.926487031,2.906541112,5,,2,
BI & Analytics-Focused Products,Performance Satisfaction,26,Serviceware Perf.,,4.926487031,5.557840266,2,,2,
BI & Analytics-Focused Products,Innovation,27,Board,,4.445924212,4.276591666,3,,1,
BI & Analytics-Focused Products,Innovation,27,IBM Plan. Analytics,,4.445924212,5.016390564,2,,1,
BI & Analytics-Focused Products,Innovation,27,Jedox,,4.445924212,3.815948449,4,,1,
BI & Analytics-Focused Products,Innovation,27,SAP Analytics Cloud,,4.445924212,6.54297343,1,,1,
BI & Analytics-Focused Products,Innovation,27,Serviceware Perf.,,4.445924212,2.577716952,5,,1,
BI & Analytics-Focused Products,Cloud Planning,28,Board,,4.471715704,5.628571429,2,,2,
BI & Analytics-Focused Products,Cloud Planning,28,IBM Plan. Analytics,,4.471715704,2.35,4,,2,
BI & Analytics-Focused Products,Cloud Planning,28,Jedox,,4.471715704,4.956043956,3,,2,
BI & Analytics-Focused Products,Cloud Planning,28,SAP Analytics Cloud,,4.471715704,8.166820276,1,,2,
BI & Analytics-Focused Products,Cloud Planning,28,Serviceware Perf.,,4.471715704,1.257142857,5,,2,
BI & Analytics-Focused Products,Driver-Based Planning,29,Board,,3.785925764,4.316068435,3,,2,
BI & Analytics-Focused Products,Driver-Based Planning,29,IBM Plan. Analytics,,3.785925764,5.451295245,1,,2,
BI & Analytics-Focused Products,Driver-Based Planning,29,Jedox,,3.785925764,4.798886855,2,,2,
BI & Analytics-Focused Products,Driver-Based Planning,29,SAP Analytics Cloud,,3.785925764,2.46912704,4,,2,
BI & Analytics-Focused Products,Driver-Based Planning,29,Serviceware Perf.,,3.785925764,1.894251242,5,,2,
BI & Analytics-Focused Products,Predictive Planning,30,Board,,5.08013117,2.885135135,4,,2,
BI & Analytics-Focused Products,Predictive Planning,30,IBM Plan. Analytics,,5.08013117,7.247876448,2,,2,
BI & Analytics-Focused Products,Predictive Planning,30,Jedox,,5.08013117,1.692914536,5,,2,
BI & Analytics-Focused Products,Predictive Planning,30,SAP Analytics Cloud,,5.08013117,8.992972973,1,,2,
BI & Analytics-Focused Products,Predictive Planning,30,Serviceware Perf.,,5.08013117,4.581756757,3,,2,
BI & Analytics-Focused Products,Competitiveness,31,Board,,6.166960109,5.716482923,4,,1,
BI & Analytics-Focused Products,Competitiveness,31,IBM Plan. Analytics,,6.166960109,6.765576706,2,,1,
BI & Analytics-Focused Products,Competitiveness,31,Jedox,,6.166960109,5.142282785,5,,1,
BI & Analytics-Focused Products,Competitiveness,31,SAP Analytics Cloud,,6.166960109,6.841896095,1,,1,
BI & Analytics-Focused Products,Competitiveness,31,Serviceware Perf.,,6.166960109,6.368562037,3,,1,
BI & Analytics-Focused Products,Considered for Purchase,32,Board,,7.445588235,8.279411765,4,,2,
BI & Analytics-Focused Products,Considered for Purchase,32,IBM Plan. Analytics,,7.445588235,9.007352941,2,,2,
BI & Analytics-Focused Products,Considered for Purchase,32,Jedox,,7.445588235,8.477941176,3,,2,
BI & Analytics-Focused Products,Considered for Purchase,32,SAP Analytics Cloud,,7.445588235,9.933823529,1,,2,
BI & Analytics-Focused Products,Considered for Purchase,32,Serviceware Perf.,,7.445588235,1.529411765,5,,2,
BI & Analytics-Focused Products,Competitive Win Rate,33,Board,,5.314541359,4.007863696,4,,2,
BI & Analytics-Focused Products,Competitive Win Rate,33,IBM Plan. Analytics,,5.314541359,5.271059216,2,,2,
BI & Analytics-Focused Products,Competitive Win Rate,33,Jedox,,5.314541359,2.918510523,5,,2,
BI & Analytics-Focused Products,Competitive Win Rate,33,SAP Analytics Cloud,,5.314541359,4.780611139,3,,2,
BI & Analytics-Focused Products,Competitive Win Rate,33,Serviceware Perf.,,5.314541359,9.594662219,1,,2,
Business Software Generalists,Business Value,1,CCH Tagetik,,5.437196895,6.569213759,3,,1,
Business Software Generalists,Business Value,1,Corporate Planning,,5.437196895,5.723344556,6,,1,
Business Software Generalists,Business Value,1,IBM Plan. Analytics,,5.437196895,5.865291577,5,,1,
Business Software Generalists,Business Value,1,Oracle Cloud EPM,,5.437196895,5.979752029,4,,1,
Business Software Generalists,Business Value,1,SAP Analytics Cloud,,5.437196895,4.124067774,8,,1,
Business Software Generalists,Business Value,1,SAP BPC,,5.437196895,1.171122995,9,,1,
Business Software Generalists,Business Value,1,Serviceware Perf.,,5.437196895,7.607675139,1,,1,
Business Software Generalists,Business Value,1,Unit4 FP&A,,5.437196895,4.826845006,7,,1,
Business Software Generalists,Business Value,1,Workday Adapt. Plan.,,5.437196895,7.067459224,2,,1,
Business Software Generalists,Business Benefits,2,CCH Tagetik,,5.739694676,7.705995086,3,,2,
